County Name,"One-Unit
Limit","Two-Unit
Limit","Three-Unit
Limit","Four-Unit
Limit"
ANDERSON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ANDREWS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ANGELINA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ARANSAS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ARCHER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ARMSTRONG COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ATASCOSA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
AUSTIN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BAILEY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BANDERA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BASTROP COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BAYLOR COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BEE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BELL COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BEXAR COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BLANCO COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BORDEN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BOSQUE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BOWIE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BRAZORIA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BRAZOS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BREWSTER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BRISCOE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BROOKS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BROWN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BURLESON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BURNET COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CALDWELL COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CALHOUN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CALLAHAN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CAMERON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CAMP COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CARSON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CASS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CASTRO COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CHAMBERS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CHEROKEE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CHILDRESS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CLAY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
COCHRAN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
COKE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
COLEMAN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
COLLIN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
COLLINGSWORTH COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
COLORADO COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
COMAL COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
COMANCHE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CONCHO COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
COOKE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CORYELL COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
COTTLE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CRANE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CROCKETT COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CROSBY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CULBERSON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
DALLAM COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
DALLAS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
DAWSON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
DEAF SMITH COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
DELTA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
DENTON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
DEWITT COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
DICKENS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
DIMMIT COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
DONLEY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
DUVAL COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
EASTLAND COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ECTOR COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
EDWARDS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ELLIS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
EL PASO COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ERATH COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
FALLS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
FANNIN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
FAYETTE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
FISHER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
FLOYD COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
FOARD COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
FORT BEND COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
FRANKLIN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
FREESTONE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
FRIO COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GAINES COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GALVESTON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GARZA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GILLESPIE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GLASSCOCK COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GOLIAD COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GONZALES COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GRAY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GRAYSON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GREGG COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GRIMES COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GUADALUPE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HALE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HALL COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HAMILTON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HANSFORD COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HARDEMAN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HARDIN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HARRIS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HARRISON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HARTLEY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HASKELL COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HAYS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HEMPHILL COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HENDERSON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HIDALGO COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HILL COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HOCKLEY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HOOD COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HOPKINS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HOUSTON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HOWARD COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HUDSPETH COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HUNT COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HUTCHINSON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
IRION COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
JACK COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
JACKSON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
JASPER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
JEFF DAVIS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
JEFFERSON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
JIM HOGG COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
JIM WELLS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
JOHNSON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
JONES COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
KARNES COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
KAUFMAN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
KENDALL COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
KENEDY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
KENT COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
KERR COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
KIMBLE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
KING COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
KINNEY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
KLEBERG COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
KNOX COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LAMAR COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LAMB COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LAMPASAS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LA SALLE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LAVACA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LEE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LEON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LIBERTY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LIMESTONE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LIPSCOMB COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LIVE OAK COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LLANO COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LOVING COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LUBBOCK COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LYNN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MCCULLOCH COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MCLENNAN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MCMULLEN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MADISON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MARION COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MARTIN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MASON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MATAGORDA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MAVERICK COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MEDINA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MENARD COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MIDLAND COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MILAM COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MILLS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MITCHELL COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MONTAGUE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MONTGOMERY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MOORE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MORRIS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MOTLEY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
NACOGDOCHES COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
NAVARRO COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
NEWTON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
NOLAN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
NUECES COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
OCHILTREE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
OLDHAM COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ORANGE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
PALO PINTO COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
PANOLA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
PARKER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
PARMER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
PECOS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
POLK COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
POTTER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
PRESIDIO COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
RAINS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
RANDALL COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
REAGAN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
REAL COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
RED RIVER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
REEVES COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
REFUGIO COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ROBERTS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ROBERTSON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ROCKWALL COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
RUNNELS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
RUSK COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SABINE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SAN AUGUSTINE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SAN JACINTO COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SAN PATRICIO COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SAN SABA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SCHLEICHER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SCURRY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SHACKELFORD COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SHELBY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SHERMAN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SMITH COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SOMERVELL COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
STARR COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
STEPHENS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
STERLING COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
STONEWALL COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SUTTON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SWISHER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
TARRANT COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
TAYLOR COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
TERRELL COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
TERRY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
THROCKMORTON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
TITUS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
TOM GREEN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
TRAVIS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
TRINITY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
TYLER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
UPSHUR COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
UPTON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
UVALDE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
VAL VERDE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
VAN ZANDT COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
VICTORIA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WALKER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WALLER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WARD COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WASHINGTON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WEBB COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WHARTON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WHEELER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WICHITA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WILBARGER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WILLACY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WILLIAMSON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WILSON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WINKLER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WISE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WOOD COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
YOAKUM COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
YOUNG COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ZAPATA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ZAVALA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BEAVER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BOX ELDER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CACHE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CARBON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
DAGGETT COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
DAVIS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
DUCHESNE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
EMERY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GARFIELD COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GRAND COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
IRON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
JUAB COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
KANE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MILLARD COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MORGAN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
PIUTE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
RICH COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SALT LAKE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SAN JUAN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SANPETE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SEVIER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SUMMIT COUNTY,"$970,800 ","$1,243,050 ","$1,502,475 ","$1,867,275 "
TOOELE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
UINTAH COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
UTAH COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WASATCH COUNTY,"$970,800 ","$1,243,050 ","$1,502,475 ","$1,867,275 "
WASHINGTON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WAYNE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WEBER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ADDISON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BENNINGTON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CALEDONIA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CHITTENDEN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ESSEX COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
FRANKLIN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GRAND ISLE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LAMOILLE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ORANGE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ORLEANS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
RUTLAND COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WASHINGTON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WINDHAM COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WINDSOR COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ACCOMACK COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ALBEMARLE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ALLEGHANY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
AMELIA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
AMHERST COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
APPOMATTOX COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ARLINGTON COUNTY,"$970,800 ","$1,243,050 ","$1,502,475 ","$1,867,275 "
AUGUSTA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BATH COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BEDFORD COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BLAND COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BOTETOURT COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BRUNSWICK COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BUCHANAN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BUCKINGHAM COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CAMPBELL COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
